# totalCases dailyCases dailyDeceased dailyCasesNormalized dailyDeceasedNormalized Population totalDeceased
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
1 0.142857142857143 0 7.90332026387606e-09 1.12904575198229e-09 0 0
1 0.142857142857143 0 7.90332026387606e-09 1.12904575198229e-09 0 0
1 0.142857142857143 0 7.90332026387606e-09 1.12904575198229e-09 0 0
1 0.142857142857143 0 7.90332026387606e-09 1.12904575198229e-09 0 0
1 0.142857142857143 0 7.90332026387606e-09 1.12904575198229e-09 0 0
1 0.142857142857143 0 7.90332026387606e-09 1.12904575198229e-09 0 0
1 0.142857142857143 0 7.90332026387606e-09 1.12904575198229e-09 0 0
1 0 0 7.90332026387606e-09 0 0 0
1 0 0 7.90332026387606e-09 0 0 0
2 0.142857142857143 0 1.58066405277521e-08 1.12904575198229e-09 0 0
2 0.142857142857143 0 1.58066405277521e-08 1.12904575198229e-09 0 0
3 0.285714285714286 0 2.37099607916282e-08 2.25809150396459e-09 0 0
3 0.285714285714286 0 2.37099607916282e-08 2.25809150396459e-09 0 0
4 0.428571428571429 0 3.16132810555042e-08 3.38713725594688e-09 0 0
7 0.857142857142857 0 5.53232418471324e-08 6.77427451189376e-09 0 0
11 1.42857142857143 0 8.69365229026366e-08 1.12904575198229e-08 0 0
14 1.71428571428571 0 1.10646483694265e-07 1.35485490237875e-08 0 0
15 1.85714285714286 0 1.18549803958141e-07 1.46775947757698e-08 0 0
19 2.28571428571429 0 1.50163085013645e-07 1.80647320317167e-08 0 0
20 2.42857142857143 0 1.58066405277521e-07 1.9193777783699e-08 0 0
20 2.28571428571429 0 1.58066405277521e-07 1.80647320317167e-08 0 0
25 2.57142857142857 0 1.97583006596901e-07 2.03228235356813e-08 0 0
25 2 0 1.97583006596901e-07 1.58066405277521e-08 0 0
25 1.57142857142857 0 1.97583006596901e-07 1.24195032718052e-08 0 0
25 1.42857142857143 0 1.97583006596901e-07 1.12904575198229e-08 0 0
25 0.857142857142857 0 1.97583006596901e-07 6.77427451189376e-09 0 0
25 0.714285714285714 0 1.97583006596901e-07 5.64522875991147e-09 0 0
25 0.714285714285714 0 1.97583006596901e-07 5.64522875991147e-09 0 0
25 0 0 1.97583006596901e-07 0 0 0
29 0.571428571428571 0.142857142857143 2.29196287652406e-07 4.51618300792917e-09 1.12904575198229e-09 1
30 0.714285714285714 0.142857142857143 2.37099607916282e-07 5.64522875991147e-09 1.12904575198229e-09 1
38 1.85714285714286 0.142857142857143 3.0032617002729e-07 1.46775947757698e-08 1.12904575198229e-09 1
52 3.85714285714286 0.142857142857143 4.10972653721555e-07 3.04842353035219e-08 1.12904575198229e-09 1
59 4.85714285714286 0.142857142857143 4.66295895568687e-07 3.8387555567398e-08 1.12904575198229e-09 1
59 4.85714285714286 0.142857142857143 4.66295895568687e-07 3.8387555567398e-08 1.12904575198229e-09 1
66 5.85714285714286 0.142857142857143 5.2161913741582e-07 4.6290875831274e-08 1.12904575198229e-09 1
84 7.85714285714286 0 6.63878902165589e-07 6.20975163590262e-08 0 1
93 9 0 7.35008784540473e-07 7.11298823748845e-08 0 1
105 9.57142857142857 0 8.29848627706986e-07 7.56460653828137e-08 0 1
132 11.4285714285714 0 1.04323827483164e-06 9.03236601585835e-08 0 1
144 12.1428571428571 0 1.13807811799815e-06 9.5968888918495e-08 0 1
144 12.1428571428571 0 1.13807811799815e-06 9.5968888918495e-08 0 1
164 14 0 1.29614452327567e-06 1.10646483694265e-07 0 1
186 14.5714285714286 0.285714285714286 1.47001756908095e-06 1.15162666702194e-07 2.25809150396459e-09 3
210 16.7142857142857 0.285714285714286 1.65969725541397e-06 1.32098352981928e-07 2.25809150396459e-09 3
230 17.8571428571429 0.285714285714286 1.81776366069149e-06 1.41130718997787e-07 2.25809150396459e-09 3
239 15.2857142857143 0.571428571428571 1.88889354306638e-06 1.20807895462105e-07 4.51618300792917e-09 5
254 15.7142857142857 0.714285714285714 2.00744334702452e-06 1.24195032718052e-07 5.64522875991147e-09 6
254 15.7142857142857 0.714285714285714 2.00744334702452e-06 1.24195032718052e-07 5.64522875991147e-09 6
268 14.8571428571429 0.714285714285714 2.11808983071878e-06 1.17420758206159e-07 5.64522875991147e-09 6
317 18.7142857142857 0.428571428571429 2.50535252364871e-06 1.47904993509681e-07 3.38713725594688e-09 6
349 19.8571428571429 0.428571428571429 2.75825877209274e-06 1.56937359525539e-07 3.38713725594688e-09 6
408 25.4285714285714 0.428571428571429 3.22455466766143e-06 2.00970143852848e-07 3.38713725594688e-09 6
455 30.8571428571429 0.142857142857143 3.59601072006361e-06 2.43873882428175e-07 1.12904575198229e-09 6
488 33.4285714285714 0.142857142857143 3.85682028877152e-06 2.64196705963857e-07 1.12904575198229e-09 7
514 37.1428571428571 0.428571428571429 4.06230661563229e-06 2.93551895515396e-07 3.38713725594688e-09 9
568 42.8571428571429 0.857142857142857 4.4890859098816e-06 3.38713725594688e-07 6.77427451189376e-09 12
619 43.1428571428571 1.28571428571429 4.89215524333928e-06 3.40971817098653e-07 1.01614117678406e-08 15
675 46.5714285714286 1.85714285714286 5.33474117811634e-06 3.68068915146228e-07 1.46775947757698e-08 19
737 47 2.14285714285714 5.82474703447665e-06 3.71456052402175e-07 1.69356862797344e-08 21
780 46.4285714285714 2.28571428571429 6.16458980582332e-06 3.66939869394246e-07 1.80647320317167e-08 22
814 46.5714285714286 2.42857142857143 6.43330269479511e-06 3.68068915146228e-07 1.9193777783699e-08 24
824 44.2857142857143 2.71428571428571 6.51233589743387e-06 3.50004183114511e-07 2.14518692876636e-08 28
829 37.2857142857143 2.28571428571429 6.55185249875325e-06 2.94680941267379e-07 1.80647320317167e-08 28
873 36.2857142857143 2 6.8995985903638e-06 2.86777621003503e-07 1.58066405277521e-08 29
950 39.2857142857143 2 7.50815425068225e-06 3.10487581795131e-07 1.58066405277521e-08 33
1007 38.5714285714286 2 7.95864350572319e-06 3.04842353035219e-07 1.58066405277521e-08 35
1046 38 2 8.26687299601436e-06 3.0032617002729e-07 1.58066405277521e-08 36
1089 39.2857142857143 2.42857142857143 8.60671576736103e-06 3.10487581795131e-07 1.9193777783699e-08 41
1128 43.4285714285714 2 8.91494525765219e-06 3.43229908602617e-07 1.58066405277521e-08 42
1193 52 2.14285714285714 9.42866107480414e-06 4.10972653721555e-07 1.69356862797344e-08 43
1268 56.4285714285714 2.28571428571429 1.00214100945948e-05 4.45973072033006e-07 1.80647320317167e-08 45
1364 59.1428571428571 1.85714285714286 1.07801288399269e-05 4.6742494132067e-07 1.46775947757698e-08 46
1499 70.2857142857143 2 1.18470770755502e-05 5.55490509975289e-07 1.58066405277521e-08 49
1693 92.4285714285714 2.28571428571429 1.33803212067422e-05 7.30492601532544e-07 1.80647320317167e-08 52
1866 111 1.85714285714286 1.47475956123927e-05 8.77268549290242e-07 1.46775947757698e-08 54
1953 117.857142857143 2 1.54351844753499e-05 9.31462745385392e-07 1.58066405277521e-08 56
1953 108.571428571429 1.85714285714286 1.54351844753499e-05 8.58074771506543e-07 1.46775947757698e-08 56
