# totalCases dailyCases dailyDeceased dailyCasesNormalized dailyDeceasedNormalized Population totalDeceased
26 3.57142857142857 0.428571428571429 5.82665486634595e-07 8.00364679443125e-08 9.6043761533175e-09 3
41 5.42857142857143 0.428571428571429 9.18818652000707e-07 1.21655431275355e-07 9.6043761533175e-09 3
47 6.28571428571429 0.428571428571429 1.05327991814715e-06 1.4086418358199e-07 9.6043761533175e-09 3
73 9.71428571428571 0.428571428571429 1.63594540478175e-06 2.1769919280853e-07 9.6043761533175e-09 3
84 10 0.428571428571429 1.88245772605023e-06 2.24102110244075e-07 9.6043761533175e-09 3
113 13.4285714285714 0.285714285714286 2.53235384575805e-06 3.00937119470615e-07 6.402917435545e-09 4
156 18.5714285714286 0.428571428571429 3.49599291980757e-06 4.16189633310425e-07 9.6043761533175e-09 5
218 27.4285714285714 0.285714285714286 4.88542600332083e-06 6.1468007381232e-07 6.402917435545e-09 5
311 38.5714285714286 0.714285714285714 6.96957562859073e-06 8.64393853798575e-07 1.60072935888625e-08 8
418 53 0.857142857142857 9.36746820820233e-06 1.1877411842936e-06 1.9208752306635e-08 9
480 58.1428571428571 1.14285714285714 1.07569012917156e-05 1.30299369813341e-06 2.561166974218e-08 11
549 66.4285714285714 1.42857142857143 1.23032058523997e-05 1.48867830376421e-06 3.2014587177725e-08 13
794 97.2857142857143 2.28571428571429 1.77937075533796e-05 2.18019338680307e-06 5.122333948436e-08 20
804 92.5714285714286 2.14285714285714 1.80178096636236e-05 2.07454524911658e-06 4.80218807665875e-08 20
987 109.857142857143 2.57142857142857 2.21188782810902e-05 2.46192175396705e-06 5.7626256919905e-08 23
1096 112.142857142857 2.85714285714286 2.45615912827506e-05 2.51314509345141e-06 6.402917435545e-08 28
1251 119 3.28571428571429 2.80351739915338e-05 2.66681511190449e-06 7.36335505087675e-08 32
1319 119.857142857143 3.85714285714286 2.95590683411935e-05 2.68602386421113e-06 8.64393853798575e-08 38
1462 130.428571428571 4.57142857142857 3.27637285176838e-05 2.92293180932629e-06 1.0244667896872e-07 45
1668 124.857142857143 4.57142857142857 3.73802319887117e-05 2.79807491933316e-06 1.0244667896872e-07 52
1892 155.428571428571 5.28571428571429 4.2400119258179e-05 3.48318708493648e-06 1.18453972557582e-07 57
2203 173.714285714286 6.57142857142857 4.93696948867697e-05 3.89297380081136e-06 1.47267101017535e-07 69
2511 202.142857142857 6.42857142857143 5.62720398822872e-05 4.53006408564809e-06 1.44065642299762e-07 73
2777 218 7.28571428571429 6.22331560147796e-05 4.88542600332083e-06 1.63274394606397e-07 83
3102 254.714285714286 7.85714285714286 6.95164745977121e-05 5.70820089378837e-06 1.76080229477487e-07 93
3372 272.857142857143 7.57142857142857 7.55672315743021e-05 6.11478615094547e-06 1.69677312041942e-07 98
4161 356.142857142857 9.14285714285714 9.32488880725596e-05 7.98123658340684e-06 2.0489335793744e-07 116
4462 367.142857142857 9.71428571428571 9.99943615909063e-05 8.22774890467533e-06 2.1769919280853e-07 125
5106 414.714285714286 9.14285714285714 0.000114426537490625 9.29383465769357e-06 2.0489335793744e-07 133
5449 419.714285714286 9.71428571428571 0.000122113239871996 9.4058857128156e-06 2.1769919280853e-07 141
5710 419 9.71428571428571 0.000127962304949367 9.38987841922674e-06 2.1769919280853e-07 151
6125 431.857142857143 9.71428571428571 0.000137262542524496 9.67800970382627e-06 2.1769919280853e-07 161
6592 460 10.8571428571429 0.000147728111072894 1.03086970712274e-05 2.4331086255071e-07 174
7170 429.857142857143 10.1428571428571 0.000160681213045002 9.63318928177745e-06 2.27303568961847e-07 187
7647 455 9.71428571428571 0.000171370883703644 1.01966460161054e-05 2.1769919280853e-07 193
8125 431.285714285714 9.71428571428571 0.000182082964573311 9.66520386895518e-06 2.1769919280853e-07 201
8617 452.571428571429 9.71428571428571 0.000193108788397319 1.01422212179033e-05 2.1769919280853e-07 209
9009 471.285714285714 9.85714285714286 0.000201893591118887 1.05616123099315e-05 2.20900651526302e-07 220
9009 412 8.42857142857143 0.000201893591118887 9.23300694205589e-06 1.88886064348577e-07 220
