# totalCases dailyCases dailyDeceased dailyCasesNormalized dailyDeceasedNormalized Population totalDeceased Sick
5379 226.714285714286 9.14285714285714 0.000108341238040846 4.56637040264582e-06 1.84151043332913e-07 243 1388.15154578961
5597 231.428571428571 9.14285714285714 0.000112732089480316 4.66132328436436e-06 1.84151043332913e-07 253 1395.62459533623
5949 257.142857142857 10.4285714285714 0.000119821904648633 5.17924809373818e-06 2.10047283801604e-07 269 1535.96428279683
6211 265 10.2857142857143 0.000125098982984141 5.3375028966024e-06 2.07169923749527e-07 278 1565.02006467935
6507 278 11.1428571428571 0.000131060873012045 5.59934266134138e-06 2.24434084061988e-07 293 1623.66924904641
7006 303.571428571429 12.7142857142857 0.000141111491673949 6.11439011066312e-06 2.56085044634832e-07 314 1876.42370288579
7285 306.142857142857 13 0.000146730975855655 6.16618259160051e-06 2.61839764738986e-07 324 1870.84543682746
7668 327 13.8571428571429 0.000154445178155272 6.58627715920371e-06 2.79103925051446e-07 340 1970.11317014553
7973 339.428571428571 15 0.000160588341866456 6.83660748373439e-06 3.0212280546806e-07 358 1976.32596710794
8613 380.571428571429 15.5714285714286 0.00017347891489976 7.6652871787325e-06 3.13632245676367e-07 378 2316.59653178869
