# totalCases dailyCases dailyDeceased dailyCasesNormalized dailyDeceasedNormalized Population totalDeceased Sick
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0
1 0.142857142857143 0 3.05653893412876e-09 4.36648419161251e-10 0 0 1
1 0.142857142857143 0 3.05653893412876e-09 4.36648419161251e-10 0 0 0.848340081389579
1 0.142857142857143 0 3.05653893412876e-09 4.36648419161251e-10 0 0 0.719680893692078
1 0.142857142857143 0 3.05653893412876e-09 4.36648419161251e-10 0 0 0.610534147929263
2 0.285714285714286 0 6.11307786825751e-09 8.73296838322502e-10 0 0 1.51794058874543
2 0.285714285714286 0 6.11307786825751e-09 8.73296838322502e-10 0 0 1.28772984260084
5 0.714285714285714 0 1.52826946706438e-08 2.18324209580625e-09 0 0 4.09243283947979
5 0.571428571428571 0 1.52826946706438e-08 1.746593676645e-09 0 0 3.47177480812567
5 0.571428571428571 0 1.52826946706438e-08 1.746593676645e-09 0 0 2.94524572329162
5 0.571428571428571 0 1.52826946706438e-08 1.746593676645e-09 0 0 2.49856999660953
6 0.714285714285714 0 1.83392336047725e-08 2.18324209580625e-09 0 0 3.11963707428129
7 0.714285714285714 0 2.13957725389013e-08 2.18324209580625e-09 0 0 3.64651316950174
8 0.857142857142857 0 2.445231147303e-08 2.6198905149675e-09 0 0 4.09348327900328
11 0.857142857142857 0 3.36219282754163e-08 2.6198905149675e-09 0 0 6.47266593807652
11 0.857142857142857 0 3.36219282754163e-08 2.6198905149675e-09 0 0 5.4910219487154
11 0.857142857142857 0 3.36219282754163e-08 2.6198905149675e-09 0 0 4.65825400688519
12 1 0 3.66784672095451e-08 3.05653893412876e-09 0 0 4.95178358333431
12 0.857142857142857 0 3.66784672095451e-08 2.6198905149675e-09 0 0 4.20079648810941
12 0.714285714285714 0 3.66784672095451e-08 2.18324209580625e-09 0 0 3.5637040346238
12 0.571428571428571 0 3.66784672095451e-08 1.746593676645e-09 0 0 3.02323297078113
12 0.142857142857143 0 3.66784672095451e-08 4.36648419161251e-10 0 0 2.56472970449212
13 0.285714285714286 0 3.97350061436738e-08 8.73296838322502e-10 0 0 3.17576300625112
13 0.285714285714286 0 3.97350061436738e-08 8.73296838322502e-10 0 0 2.69412704719709
14 0.285714285714286 0 4.27915450778026e-08 8.73296838322502e-10 0 0 3.28553595849304
15 0.428571428571429 0 4.58480840119313e-08 1.30994525748375e-09 0 0 3.78725184243638
15 0.428571428571429 0 4.58480840119313e-08 1.30994525748375e-09 0 0 3.21287753625531
15 0.428571428571429 0 4.58480840119313e-08 1.30994525748375e-09 0 0 2.72561279060158
15 0.428571428571429 0 4.58480840119313e-08 1.30994525748375e-09 0 0 2.31224657661543
15 0.285714285714286 0 4.58480840119313e-08 8.73296838322502e-10 0 0 1.96157144899871
15 0.285714285714286 0 4.58480840119313e-08 8.73296838322502e-10 0 0 1.66407968269504
15 0.142857142857143 0 4.58480840119313e-08 4.36648419161251e-10 0 0 1.41170549345625
16 0.142857142857143 0 4.89046229460601e-08 4.36648419161251e-10 0 0 2.19760635321679
35 2.85714285714286 0 1.06978862694506e-07 8.73296838322502e-09 0 0 20.8643175525502
35 2.85714285714286 0 1.06978862694506e-07 8.73296838322502e-09 0 0 17.7000368506685
35 2.85714285714286 0 1.06978862694506e-07 8.73296838322502e-09 0 0 15.0156507024946
53 5.42857142857143 0 1.61996563508824e-07 1.65926399281275e-08 0 0 30.7383783390718
53 5.42857142857143 0 1.61996563508824e-07 1.65926399281275e-08 0 0 26.0765983819519
59 6.28571428571429 0 1.80335797113597e-07 1.9212530443095e-08 0 0 28.1218235937084
60 6.28571428571429 0 1.83392336047725e-07 1.9212530443095e-08 0 0 24.85687011631
66 4.42857142857143 0 2.01731569652498e-07 1.35361009939988e-08 0 0 27.0870792175606
69 4.85714285714286 0.142857142857143 2.10901186454884e-07 1.48460462514825e-08 4.36648419161251e-10 1 25.9790549880314
89 7.71428571428571 0.285714285714286 2.72031965137459e-07 2.35790146347075e-08 8.73296838322502e-10 2 42.0390736229709
103 7.14285714285714 0.857142857142857 3.14823510215262e-07 2.18324209580625e-08 2.6198905149675e-09 6 49.6634311388536
125 10.2857142857143 1.28571428571429 3.82067366766094e-07 3.14386861796101e-08 3.92983577245126e-09 9 64.1314792144209
159 14.2857142857143 1.57142857142857 4.85989690526472e-07 4.36648419161251e-08 4.80313261077376e-09 11 88.4053042963959
233 24.7142857142857 1.71428571428571 7.12173571652e-07 7.55401765148964e-08 5.23978102993501e-09 12 148.997763042075
338 38.8571428571429 2 1.03311015973552e-06 1.1876837001186e-07 6.11307786825751e-09 14 231.400774425979
433 52 2.28571428571429 1.32348135847775e-06 1.58940024574695e-07 6.98637470658001e-09 17 291.306551810147
554 66.4285714285714 2.71428571428571 1.69332256950733e-06 2.03041514909982e-07 8.29631996406377e-09 21 368.127023871938
754 93 2.85714285714286 2.30463035633308e-06 2.84258120873974e-07 8.73296838322502e-09 26 512.296909393223
1025 128.571428571429 2.71428571428571 3.13295240748197e-06 3.92983577245126e-07 8.29631996406377e-09 28 705.602001810277
1312 164.714285714286 2.71428571428571 4.01017908157693e-06 5.03455627292922e-07 8.29631996406377e-09 30 885.590459644381
1663 204.285714285714 4 5.08302424745612e-06 6.24407239400589e-07 1.2226155736515e-08 40 1102.28188261255
2174 262.285714285714 4.71428571428571 6.64491564279591e-06 8.01686497580056e-07 1.44093978323213e-08 47 1446.10990200979
2951 359.714285714286 5.71428571428571 9.01984639461396e-06 1.09948071944803e-06 1.746593676645e-08 57 2003.79299196926
3774 460 6.85714285714286 1.15353779374019e-05 1.40600790969923e-06 2.095912411974e-08 69 2522.89790989507
4661 558.142857142857 8.42857142857143 1.42465279719741e-05 1.70598537366301e-06 2.57622567305138e-08 85 3027.27541821798
6427 771.714285714286 11.4285714285714 1.96443757296455e-05 2.35877476030908e-06 3.49318735329001e-08 108 4334.15907467972
9415 1157.57142857143 17.1428571428571 2.87773140648222e-05 3.53816214046362e-06 5.23978102993501e-08 150 6664.84086216918
14250 1798.14285714286 15.7142857142857 4.35556798113348e-05 5.49609365198266e-06 4.80313261077376e-08 150 10489.0516394612
19624 2492.85714285714 30.4285714285714 5.99815200433427e-05 7.61951491436383e-06 9.30061132813464e-08 260 14272.28292152
26747 3399.42857142857 40.4285714285714 8.17532468711418e-05 1.03904857823611e-05 1.23571502622634e-07 340 19230.7496552574
35206 4490.28571428571 57.4285714285714 0.000107608509714937 1.37247331110764e-05 1.75532664502823e-07 471 24773.2157277237
46442 5968.71428571429 72.1428571428571 0.000141951781178808 1.82436076009762e-05 2.20507451676432e-07 590 32252.1118467387
55231 6972 99 0.000168815701870865 2.13101894487457e-05 3.02597354478747e-07 801 36149.7591890481
69194 8539.85714285714 128.571428571429 0.000211494155008105 2.61024058490404e-05 3.92983577245126e-07 1050 44630.2896526508
85991 10248.7142857143 163.714285714286 0.000262834839484666 3.13255942390473e-05 5.00399088358793e-07 1296 54658.6635563703
104686 12151.7142857143 206.714285714286 0.000319976834858203 3.71421878306943e-05 6.3183026252633e-07 1707 65064.1350900568
124665 13988.2857142857 264.428571428571 0.000381043426223161 4.27557399074314e-05 8.08236223867475e-07 2191 75175.5136578414
143025 15402.7142857143 291.142857142857 0.000437161481053765 4.70789959055469e-05 8.89889478250629e-07 2509 82134.4013749966
164620 16882.5714285714 368.571428571429 0.000503167439336276 5.16022368796383e-05 1.12655292143603e-06 3170 91272.904747349
189618 19198.1428571429 468.285714285714 0.000579574799611626 5.8679871105823e-05 1.43133351801058e-06 4079 102428.463442029
216721 21075.2857142857 584 0.000662416174343318 6.44174313336018e-05 1.78501873753119e-06 5138 113997.171013021
245540 22792.7142857143 679.571428571429 0.000750502569885975 6.96668186287584e-05 2.07713652995007e-06 6053 125527.369335368
277965 24754.1428571429 778.571428571429 0.0008496108448251 7.56620014238424e-05 2.37973388442882e-06 7157 138914.898718586
